age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
74, Self-emp-not-inc,3, Married-AF-spouse, Farming-fishing, Husband, White, Male,22,0,37, United-States, <=50K
38, Private,8, Married-AF-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,29498,1614,42, Holand-Netherlands, <=50K
37, Private,5, Married-AF-spouse, Adm-clerical, Not-in-family, White, Male,1309,184,51, Dominican-Republic, <=50K
50, Without-pay,7, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,8372,803,6, Mexico, <=50K
48, Local-gov,7, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,22420,1618,30, Dominican-Republic, >50K
48, ?,8, Married-civ-spouse, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,19964,672,43, El-Salvador, >50K
38, Federal-gov,7, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,14453,1568,24, Germany, >50K
47, Private,6, Separated, Adm-clerical, Unmarried, Other, Female,16088,993,21, Yugoslavia, >50K
57, Self-emp-not-inc,6, Married-civ-spouse, Craft-repair, Wife, White, Female,3799,81,39, El-Salvador, <=50K
48, Self-emp-inc,8, Divorced, Machine-op-inspct, Unmarried, White, Male,26351,2021,30, Laos, <=50K
36, Private,4, Married-civ-spouse, Prof-specialty, Husband, White, Male,548,94,57, Laos, <=50K
26, Private,1, Married-civ-spouse, Sales, Husband, White, Male,0,0,43, Portugal, <=50K
28, ?,6, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,1409,57,7, Columbia, >50K
48, Private,6, Married-spouse-absent, ?, Own-child, White, Female,18176,1278,25, Philippines, >50K
37, Without-pay,7, Married-civ-spouse, Exec-managerial, Wife, Other, Female,12120,594,19, Japan, <=50K
58, State-gov,5, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,954,19,34, China, <=50K
45, Local-gov,9, Married-AF-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,39509,2216,40, ?, >50K
52, State-gov,7, Married-AF-spouse, Adm-clerical, Own-child, White, Female,14593,1496,18, United-States, >50K
51, Private,4, Married-civ-spouse, Adm-clerical, Husband, White, Male,299,44,71, Germany, <=50K
48, Self-emp-inc,6, Divorced, Priv-house-serv, Other-relative, Other, Male,2850,93,34, Germany, <=50K
52, State-gov,7, Never-married, Farming-fishing, Not-in-family, Other, Male,11026,430,47, Ecuador, <=50K
38, Federal-gov,6, Married-spouse-absent, Farming-fishing, Other-relative, White, Female,2247,119,20, Poland, <=50K
23, State-gov,6, Married-civ-spouse, Farming-fishing, Husband, White, Female,1267,39,5, Poland, <=50K
47, Without-pay,4, Divorced, Exec-managerial, Own-child, White, Female,7630,611,10, Yugoslavia, >50K
48, Private,5, Separated, Handlers-cleaners, Unmarried, Other, Female,14150,1079,20, Mexico, <=50K
49, State-gov,8, Never-married, Prof-specialty, Unmarried, Black, Male,19509,1604,13, Jamaica, >50K
44, Private,6, Never-married, Transport-moving, Own-child, White, Male,4376,639,6, Hong, <=50K
49, Private,8, Separated, Prof-specialty, Husband, White, Male,14739,1669,10, Dominican-Republic, >50K
40, ?,6, Separated, Craft-repair, Wife, White, Female,8444,611,56, Guatemala, <=50K
50, Private,6, Never-married, ?, Unmarried, White, Female,16375,1380,22, United-States, >50K
46, Self-emp-inc,8, Married-spouse-absent, Protective-serv, Husband, Black, Male,31673,1951,40, Mexico, <=50K
22, Private,5, Divorced, Transport-moving, Own-child, Asian-Pac-Islander, Female,856,360,7, Hong, >50K
34, Without-pay,7, Separated, ?, Not-in-family, Other, Female,9612,428,16, Scotland, <=50K
42, State-gov,8, Separated, Exec-managerial, Wife, White, Female,31579,1558,40, Yugoslavia, >50K
43, State-gov,2, Divorced, Farming-fishing, Wife, White, Female,0,0,4, Columbia, <=50K
38, Private,5, Divorced, Farming-fishing, Not-in-family, White, Male,3921,375,53, Honduras, <=50K
48, Local-gov,8, Married-AF-spouse, Adm-clerical, Wife, White, Male,26088,1778,21, Nicaragua, <=50K
31, Private,4, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,422,99,42, United-States, <=50K
57, Self-emp-inc,6, Married-spouse-absent, Handlers-cleaners, Husband, Other, Female,5433,178,44, Columbia, <=50K
18, State-gov,5, Separated, Farming-fishing, Husband, White, Female,107,1,1, Trinadad&Tobago, <=50K
34, Private,5, Divorced, Prof-specialty, Own-child, Asian-Pac-Islander, Male,1770,253,44, Philippines, <=50K
47, State-gov,8, Married-spouse-absent, Sales, Wife, Other, Male,26732,1888,22, Philippines, >50K
33, Private,3, Married-AF-spouse, Farming-fishing, Own-child, White, Male,69,23,50, Puerto-Rico, <=50K
36, Private,6, Married-AF-spouse, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female,4743,932,10, Canada, <=50K
49, Without-pay,8, Married-civ-spouse, Tech-support, Husband, Other, Male,23946,1894,29, Japan, >50K
46, Self-emp-not-inc,6, Married-spouse-absent, Farming-fishing, Husband, White, Female,2254,80,30, Germany, <=50K
36, Private,7, Married-spouse-absent, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,8677,1293,17, Dominican-Republic, <=50K
38, Without-pay,8, Widowed, Prof-specialty, Not-in-family, Other, Female,27314,1496,44, Hungary, <=50K
59, Private,2, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,12,1,71, United-States, <=50K
46, State-gov,6, Never-married, Adm-clerical, Other-relative, Other, Male,17348,1142,23, India, >50K
68, Federal-gov,5, Married-AF-spouse, Adm-clerical, Not-in-family, White, Female,556,11,35, South, <=50K
42, Self-emp-not-inc,7, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,8113,346,34, Holand-Netherlands, <=50K
48, Never-worked,7, Married-AF-spouse, Adm-clerical, Other-relative, White, Male,7620,444,58, Japan, <=50K
47, ?,7, Separated, Sales, Unmarried, Amer-Indian-Eskimo, Female,20837,1451,28, Italy, <=50K
66, Self-emp-not-inc,5, Never-married, Other-service, Not-in-family, White, Male,1013,124,1, Philippines, <=50K
59, Private,4, Married-AF-spouse, Farming-fishing, Husband, White, Male,373,19,51, Columbia, <=50K
47, ?,8, Married-spouse-absent, Exec-managerial, Husband, White, Female,23615,1794,18, Guatemala, >50K
25, Private,6, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Female,3057,400,23, France, >50K
23, Private,4, Never-married, Transport-moving, Own-child, White, Female,279,306,3, France, >50K
57, Private,3, Married-spouse-absent, Sales, Husband, White, Male,57,5,67, Columbia, <=50K
65, Private,2, Married-AF-spouse, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,5,0,60, El-Salvador, <=50K
18, Private,3, Married-civ-spouse, Sales, Not-in-family, White, Female,9,8,7, Portugal, <=50K
68, Never-worked,3, Married-spouse-absent, Adm-clerical, Not-in-family, Other, Male,97,4,41, El-Salvador, <=50K
25, Private,4, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,154,51,32, United-States, <=50K
52, Never-worked,7, Divorced, Handlers-cleaners, Wife, Black, Female,7965,216,40, Japan, <=50K
37, Private,7, Never-married, Sales, Other-relative, Other, Female,10823,1415,20, Laos, <=50K
46, ?,8, Separated, Transport-moving, Other-relative, Other, Male,33070,1843,42, Mexico, >50K
51, Self-emp-not-inc,7, Married-AF-spouse, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Male,9494,866,6, India, >50K
30, Private,5, Divorced, Prof-specialty, Wife, Asian-Pac-Islander, Female,1447,629,6, Holand-Netherlands, <=50K
47, State-gov,6, Separated, Prof-specialty, Unmarried, Other, Female,7468,385,8, United-States, >50K
56, ?,7, Married-spouse-absent, Priv-house-serv, Not-in-family, White, Female,6994,201,43, China, >50K
42, Self-emp-inc,9, Separated, Exec-managerial, Husband, Asian-Pac-Islander, Female,38557,2116,42, Honduras, >50K
23, Private,5, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,437,106,24, Portugal, <=50K
41, Private,7, Separated, Armed-Forces, Not-in-family, White, Male,12948,1339,19, Hong, >50K
41, Self-emp-inc,7, Married-AF-spouse, Prof-specialty, Husband, Other, Female,17988,945,25, Philippines, >50K
37, Local-gov,7, Married-spouse-absent, Prof-specialty, Own-child, Asian-Pac-Islander, Female,7340,351,12, Italy, <=50K
53, Without-pay,8, Married-spouse-absent, Tech-support, Husband, White, Male,16122,1353,9, Honduras, <=50K
40, Self-emp-not-inc,4, Never-married, Handlers-cleaners, Not-in-family, White, Male,547,194,1, Columbia, <=50K
25, Private,3, Divorced, Farming-fishing, Not-in-family, White, Male,30,17,35, United-States, <=50K
51, Federal-gov,7, Married-AF-spouse, Exec-managerial, Wife, White, Male,7668,221,40, El-Salvador, <=50K
22, Private,5, Divorced, Exec-managerial, Not-in-family, White, Female,723,151,20, Scotland, <=50K
46, Private,6, Married-civ-spouse, Tech-support, Own-child, White, Female,6527,339,8, Laos, >50K
78, ?,3, Married-civ-spouse, Farming-fishing, Unmarried, Asian-Pac-Islander, Male,16,0,30, Columbia, <=50K
56, State-gov,5, Never-married, Farming-fishing, Unmarried, Asian-Pac-Islander, Male,953,49,52, El-Salvador, <=50K
43, Private,4, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,473,71,72, Japan, <=50K
20, Local-gov,5, Married-civ-spouse, Transport-moving, Own-child, White, Female,717,261,8, Hong, <=50K
48, Self-emp-inc,8, Divorced, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,23835,840,45, El-Salvador, <=50K
57, Federal-gov,5, Married-AF-spouse, Machine-op-inspct, Not-in-family, White, Female,1395,65,49, El-Salvador, <=50K
44, Without-pay,8, Married-spouse-absent, Priv-house-serv, Own-child, Asian-Pac-Islander, Female,26344,1036,43, Columbia, <=50K
62, Private,3, Married-AF-spouse, Farming-fishing, Other-relative, White, Male,79,4,52, El-Salvador, <=50K
41, State-gov,8, Widowed, Craft-repair, Husband, Other, Male,20463,1723,28, Canada, >50K
45, Private,8, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,18578,694,42, El-Salvador, <=50K
40, Private,3, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,169,34,72, Trinadad&Tobago, <=50K
30, State-gov,4, Never-married, Farming-fishing, Husband, White, Female,57,3,3, Canada, >50K
21, Private,3, Married-civ-spouse, Transport-moving, Husband, White, Female,35,19,22, Iran, <=50K
52, Local-gov,7, Married-AF-spouse, Handlers-cleaners, Other-relative, White, Male,14531,509,47, India, <=50K
36, Private,7, Married-spouse-absent, Handlers-cleaners, Husband, White, Female,7721,363,13, Scotland, >50K
55, Self-emp-inc,4, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,186,17,65, Ecuador, <=50K
23, Private,6, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,1640,43,5, Laos, >50K
50, Private,7, Married-spouse-absent, Handlers-cleaners, Own-child, White, Male,8954,1327,4, Ecuador, <=50K
39, Without-pay,8, Never-married, Priv-house-serv, Other-relative, White, Female,28583,1313,39, El-Salvador, >50K
29, Private,7, Married-spouse-absent, Armed-Forces, Unmarried, White, Female,4412,156,9, Italy, >50K
52, Private,4, Separated, ?, Unmarried, White, Female,1415,75,2, Italy, >50K
55, State-gov,7, Married-spouse-absent, Adm-clerical, Husband, Other, Female,11581,930,6, India, >50K
36, Private,7, Divorced, Craft-repair, Not-in-family, White, Female,10807,1415,20, France, <=50K
47, Self-emp-inc,8, Married-civ-spouse, Prof-specialty, Unmarried, Other, Female,26783,1828,34, Haiti, >50K
22, Private,4, Married-civ-spouse, ?, Not-in-family, Black, Female,303,277,3, Columbia, <=50K
24, Private,6, Divorced, Exec-managerial, Own-child, White, Male,2395,344,22, France, <=50K
44, Federal-gov,8, Separated, Protective-serv, Other-relative, Black, Female,28057,1487,35, El-Salvador, >50K
34, Self-emp-not-inc,7, Married-civ-spouse, Prof-specialty, Wife, Other, Female,7734,358,21, United-States, >50K
35, State-gov,6, Married-spouse-absent, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,2737,143,16, Japan, <=50K
39, ?,8, Separated, Machine-op-inspct, Husband, White, Male,23724,1112,33, Laos, >50K
24, State-gov,6, Divorced, Handlers-cleaners, Husband, White, Female,1678,55,6, ?, >50K
34, Federal-gov,6, Separated, Farming-fishing, Husband, White, Female,1955,105,14, Columbia, >50K
46, Private,8, Married-spouse-absent, Sales, Husband, Other, Male,34086,1908,43, Outlying-US(Guam-USVI-etc), <=50K
46, Local-gov,9, Married-spouse-absent, Exec-managerial, Unmarried, White, Female,33258,2158,38, England, >50K
22, State-gov,6, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,1068,26,3, Columbia, <=50K
25, Private,4, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,132,46,30, Hungary, <=50K
42, Private,7, Married-spouse-absent, Farming-fishing, Wife, Black, Female,17270,1536,23, Scotland, >50K
46, Private,6, Never-married, Protective-serv, Own-child, Other, Female,17313,1163,23, Mexico, >50K
19, Private,5, Never-married, Craft-repair, Own-child, White, Male,360,108,10, ?, <=50K
40, Local-gov,7, Separated, Farming-fishing, Husband, Other, Male,15921,835,22, Nicaragua, >50K
50, Self-emp-not-inc,8, Separated, Adm-clerical, Own-child, White, Male,21147,1797,25, Philippines, >50K
47, State-gov,7, Married-spouse-absent, Tech-support, Own-child, Other, Female,19892,1191,26, Cambodia, >50K
51, Self-emp-not-inc,5, Married-AF-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,651,19,27, United-States, <=50K
32, Private,6, Widowed, Craft-repair, Own-child, White, Female,5751,569,39, Mexico, <=50K
60, Private,3, Married-AF-spouse, Farming-fishing, Wife, White, Male,38,3,61, United-States, <=50K
55, Self-emp-not-inc,7, Separated, Protective-serv, Not-in-family, Other, Male,9739,1097,4, Nicaragua, <=50K
52, State-gov,7, Separated, Handlers-cleaners, Husband, White, Male,12518,1285,6, Philippines, <=50K
36, Private,4, Married-civ-spouse, Protective-serv, Own-child, White, Female,453,85,54, Mexico, <=50K
29, State-gov,6, Separated, Prof-specialty, Own-child, White, Female,2782,104,6, El-Salvador, >50K
27, Private,5, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,864,164,33, Greece, <=50K
21, State-gov,6, Never-married, Handlers-cleaners, Wife, White, Female,780,18,3, Cambodia, >50K
48, Self-emp-not-inc,8, Married-spouse-absent, Craft-repair, Husband, Amer-Indian-Eskimo, Male,28735,1879,24, Puerto-Rico, >50K
48, Self-emp-not-inc,7, Separated, Handlers-cleaners, Own-child, Other, Male,14179,1614,9, Dominican-Republic, >50K
32, Private,6, Divorced, Handlers-cleaners, Own-child, White, Female,2478,100,5, United-States, >50K
23, Private,4, Divorced, Prof-specialty, Own-child, White, Male,189,60,24, Mexico, <=50K
43, Federal-gov,9, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,38034,2113,42, United-States, <=50K
54, Local-gov,8, Separated, Other-service, Unmarried, White, Male,11100,1628,10, India, <=50K
41, Without-pay,9, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,33166,1570,43, Nicaragua, >50K
19, Private,3, Divorced, Exec-managerial, Not-in-family, White, Male,17,12,13, Portugal, <=50K
27, ?,7, Married-AF-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,6260,644,25, Laos, >50K
40, Private,2, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,60,15,76, Peru, <=50K
50, Private,7, Married-AF-spouse, Sales, Not-in-family, White, Male,8631,826,6, Holand-Netherlands, >50K
46, Private,8, Divorced, Prof-specialty, Unmarried, Black, Female,25432,2004,25, Honduras, >50K
34, Private,7, Married-spouse-absent, Exec-managerial, Unmarried, White, Female,8129,360,14, United-States, <=50K
37, ?,8, Married-AF-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,17987,842,33, Thailand, >50K
37, State-gov,6, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,1254,69,15, United-States, >50K
37, Self-emp-not-inc,6, Separated, Farming-fishing, Not-in-family, White, Female,1026,57,15, Columbia, <=50K
47, Private,7, Never-married, Prof-specialty, Wife, White, Female,22438,1289,29, South, >50K
44, Self-emp-not-inc,7, Divorced, Priv-house-serv, Own-child, White, Male,14961,1299,16, Scotland, <=50K
45, Never-worked,2, Married-AF-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,10,3,84, Mexico, <=50K
46, Private,7, Married-civ-spouse, Prof-specialty, Unmarried, Other, Female,16451,900,19, ?, >50K
25, Private,4, Widowed, Armed-Forces, Not-in-family, Asian-Pac-Islander, Female,179,57,30, Dominican-Republic, <=50K
45, Private,7, Widowed, Protective-serv, Not-in-family, White, Female,9892,385,38, Guatemala, >50K
58, Self-emp-not-inc,6, Never-married, Adm-clerical, Wife, White, Female,2350,47,38, Jamaica, <=50K
56, Without-pay,6, Divorced, Handlers-cleaners, Husband, White, Male,2172,280,1, ?, <=50K
44, Local-gov,7, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,11642,1115,13, Philippines, <=50K
53, ?,7, Married-civ-spouse, ?, Husband, Other, Male,9082,1107,4, England, <=50K
36, Local-gov,7, Married-spouse-absent, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,8165,404,25, Philippines, <=50K
57, Private,7, Married-spouse-absent, Sales, Own-child, White, Male,9911,1060,4, Philippines, <=50K
63, Self-emp-inc,5, Married-AF-spouse, Farming-fishing, Husband, White, Male,1278,37,40, Columbia, <=50K
33, Self-emp-inc,5, Married-civ-spouse, Prof-specialty, Husband, White, Male,1650,251,42, Portugal, <=50K
61, Private,4, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,306,15,49, Peru, <=50K
48, Private,4, Separated, Handlers-cleaners, Husband, White, Male,7446,532,10, Yugoslavia, >50K
39, Federal-gov,5, Never-married, Farming-fishing, Unmarried, White, Male,4048,377,55, Dominican-Republic, <=50K
47, Private,8, Married-spouse-absent, Sales, Not-in-family, Black, Male,26600,1761,23, Outlying-US(Guam-USVI-etc), <=50K
46, Local-gov,7, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,22339,1347,30, Mexico, <=50K
46, Local-gov,6, Married-AF-spouse, Sales, Own-child, White, Female,20014,1276,27, India, <=50K
45, Private,8, Married-spouse-absent, ?, Own-child, Other, Female,35835,1849,43, Italy, <=50K
17, Private,3, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,16,13,5, France, <=50K
31, Self-emp-not-inc,5, Never-married, Transport-moving, Not-in-family, White, Male,1458,594,5, ?, <=50K
38, Federal-gov,5, Married-spouse-absent, Sales, Not-in-family, Asian-Pac-Islander, Male,2997,301,57, Poland, <=50K
39, Private,7, Married-spouse-absent, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,13492,897,48, Laos, <=50K
29, Self-emp-not-inc,5, Divorced, Farming-fishing, Husband, White, Female,145,7,4, Yugoslavia, >50K
55, Local-gov,8, Separated, Handlers-cleaners, Husband, Other, Female,10973,1571,12, United-States, >50K
17, Private,3, Divorced, Transport-moving, Wife, White, Male,49,52,3, ?, >50K
37, Private,4, Separated, Other-service, Husband, White, Female,68,4,8, South, <=50K
42, Private,8, Separated, Farming-fishing, Husband, White, Female,24322,1860,33, Haiti, >50K
39, Private,8, Never-married, Farming-fishing, Wife, White, Female,14291,692,34, Japan, <=50K
60, Private,4, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,1866,464,3, ?, >50K
41, Self-emp-not-inc,8, Separated, Other-service, Not-in-family, White, Male,16203,731,38, Japan, >50K
85, Self-emp-not-inc,2, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,16, India, <=50K
44, Self-emp-not-inc,7, Never-married, Craft-repair, Not-in-family, Other, Male,8528,941,10, France, <=50K
53, Private,3, Married-AF-spouse, Sales, Own-child, Asian-Pac-Islander, Male,27,8,79, El-Salvador, <=50K
35, Private,6, Married-AF-spouse, Priv-house-serv, Husband, Black, Female,4226,892,10, Nicaragua, >50K
30, Self-emp-not-inc,6, Married-spouse-absent, Machine-op-inspct, Husband, White, Female,1015,48,8, United-States, <=50K
27, Self-emp-not-inc,5, Divorced, Priv-house-serv, Wife, White, Female,415,17,4, Canada, <=50K
33, Private,6, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,4113,465,41, Laos, <=50K
31, State-gov,6, Married-civ-spouse, Other-service, Not-in-family, White, Female,2416,108,11, Cambodia, >50K
32, State-gov,8, Married-spouse-absent, Farming-fishing, Unmarried, White, Female,11820,461,20, Canada, >50K
54, Never-worked,7, Separated, Priv-house-serv, Unmarried, Other, Female,6816,168,40, Poland, <=50K
40, ?,7, Married-AF-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,16149,974,51, Trinadad&Tobago, <=50K
33, Local-gov,6, Divorced, Exec-managerial, Not-in-family, White, Female,3576,917,10, United-States, <=50K
29, Private,4, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,223,68,39, Iran, <=50K
51, Local-gov,6, Married-spouse-absent, Other-service, Not-in-family, White, Male,3887,466,3, ?, <=50K
54, Private,6, Separated, Farming-fishing, Unmarried, White, Female,6845,277,47, Peru, <=50K
42, Private,8, Married-civ-spouse, Exec-managerial, Wife, White, Female,29910,1476,39, France, <=50K
41, Without-pay,8, Separated, Armed-Forces, Other-relative, Other, Female,28988,1411,38, Mexico, >50K
28, Private,6, Divorced, Protective-serv, Wife, White, Female,2146,691,8, Italy, <=50K
48, State-gov,8, Separated, Prof-specialty, Unmarried, Other, Female,27982,2032,33, India, >50K
34, Private,5, Separated, Handlers-cleaners, Own-child, Other, Female,1354,54,2, South, <=50K
53, Federal-gov,4, Married-AF-spouse, Adm-clerical, Husband, White, Female,378,33,65, France, <=50K
29, Without-pay,8, Married-spouse-absent, Craft-repair, Husband, Black, Female,6578,230,13, United-States, >50K
48, Private,7, Divorced, ?, Husband, White, Male,22001,1543,30, Jamaica, <=50K
56, Without-pay,7, Married-spouse-absent, Farming-fishing, Husband, White, Male,9073,767,4, ?, >50K
65, Private,2, Married-civ-spouse, Farming-fishing, Husband, White, Male,19,1,54, Vietnam, <=50K
48, Private,6, Separated, Handlers-cleaners, Unmarried, Black, Male,19852,1402,27, ?, >50K
30, Private,7, Married-AF-spouse, Farming-fishing, Own-child, White, Male,6073,590,33, Dominican-Republic, <=50K
42, ?,8, Married-spouse-absent, Craft-repair, Other-relative, White, Female,33941,1639,43, Iran, >50K
47, ?,8, Separated, Adm-clerical, Husband, White, Male,34569,2135,41, Taiwan, <=50K
25, Local-gov,6, Divorced, Sales, Not-in-family, White, Male,1429,235,26, Puerto-Rico, <=50K
47, ?,8, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Male,27988,1178,50, Peru, <=50K
55, Without-pay,7, Separated, Sales, Unmarried, Other, Male,11917,1098,5, India, <=50K
52, ?,8, Separated, Tech-support, Unmarried, White, Male,10410,1607,8, United-States, <=50K
52, Self-emp-not-inc,7, Married-spouse-absent, Adm-clerical, Wife, Other, Female,8164,224,40, Guatemala, <=50K
18, Private,4, Never-married, Transport-moving, Not-in-family, White, Female,114,97,3, United-States, >50K
19, Private,4, Divorced, Protective-serv, Own-child, White, Female,126,50,10, France, <=50K
23, Private,4, Divorced, Sales, Own-child, White, Female,180,58,26, United-States, <=50K
35, Self-emp-not-inc,7, Married-spouse-absent, ?, Unmarried, White, Female,9522,443,16, Haiti, >50K
40, Private,7, Widowed, Handlers-cleaners, Own-child, Other, Male,14540,901,52, Ecuador, <=50K
54, ?,6, Never-married, Sales, Not-in-family, White, Male,1901,264,1, Philippines, >50K
41, State-gov,8, Never-married, Protective-serv, Wife, Other, Male,23145,1835,32, Holand-Netherlands, <=50K
48, Without-pay,6, Separated, ?, Unmarried, Amer-Indian-Eskimo, Female,9530,580,12, Philippines, >50K
19, Without-pay,4, Never-married, Transport-moving, Not-in-family, White, Male,251,84,9, Cuba, <=50K
34, Self-emp-inc,7, Separated, Transport-moving, Wife, White, Female,12316,917,40, Japan, >50K
37, State-gov,8, Divorced, Priv-house-serv, Wife, Other, Female,14804,691,30, Jamaica, >50K
51, Never-worked,5, Married-AF-spouse, Sales, Husband, Other, Male,640,60,65, Columbia, <=50K
36, Local-gov,7, Divorced, Adm-clerical, Not-in-family, White, Female,7852,393,25, France, <=50K
31, State-gov,7, Divorced, Prof-specialty, Own-child, Asian-Pac-Islander, Female,7130,268,13, Trinadad&Tobago, >50K
35, Without-pay,7, Married-civ-spouse, Priv-house-serv, Wife, Asian-Pac-Islander, Female,7408,356,22, Peru, <=50K
26, State-gov,6, Separated, Prof-specialty, Unmarried, Other, Female,1091,35,3, Philippines, >50K
39, Local-gov,7, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,8861,1180,15, Mexico, <=50K
51, State-gov,7, Separated, Prof-specialty, Own-child, Other, Female,10246,1543,7, Philippines, >50K
49, State-gov,8, Never-married, Protective-serv, Other-relative, White, Male,25751,1944,31, Philippines, >50K
49, Without-pay,8, Married-civ-spouse, Prof-specialty, Own-child, White, Male,13233,1638,9, Guatemala, >50K
45, Never-worked,7, Married-spouse-absent, Other-service, Not-in-family, White, Male,8630,334,37, Columbia, <=50K
51, Without-pay,8, Separated, Other-service, Own-child, White, Male,18056,1513,11, United-States, >50K
48, Private,2, Separated, Prof-specialty, Own-child, Other, Male,1883,191,3, Ecuador, >50K
54, Self-emp-not-inc,5, Married-spouse-absent, Sales, Not-in-family, White, Male,550,107,1, Holand-Netherlands, >50K
41, Without-pay,8, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,22822,1215,52, Outlying-US(Guam-USVI-etc), <=50K
56, Federal-gov,7, Married-AF-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,7714,232,44, South, <=50K
23, Private,4, Divorced, Craft-repair, Not-in-family, White, Female,197,294,2, United-States, >50K
38, Self-emp-inc,7, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,8051,1130,14, Hungary, >50K
38, ?,6, Married-AF-spouse, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female,1037,56,18, Italy, <=50K
46, Self-emp-inc,7, Married-spouse-absent, Adm-clerical, Husband, Asian-Pac-Islander, Female,6894,251,37, France, <=50K
47, Private,7, Divorced, Prof-specialty, Wife, Other, Female,22310,1307,29, Cuba, >50K
26, State-gov,7, Married-spouse-absent, Exec-managerial, Own-child, White, Female,2396,73,6, Cambodia, >50K
63, Never-worked,4, Married-AF-spouse, Farming-fishing, Unmarried, Asian-Pac-Islander, Male,441,18,44, Italy, <=50K
32, Self-emp-inc,6, Married-AF-spouse, Sales, Own-child, White, Male,6234,1087,15, Hong, >50K
46, Without-pay,8, Never-married, Machine-op-inspct, Own-child, Other, Female,26725,2031,26, Vietnam, <=50K
48, State-gov,6, Separated, Prof-specialty, Unmarried, White, Male,5791,290,6, Philippines, >50K
39, Private,6, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,8101,629,50, France, <=50K
49, Without-pay,7, Separated, Tech-support, Unmarried, White, Female,21204,1675,27, ?, <=50K
47, Local-gov,8, Separated, ?, Wife, Black, Female,27425,1873,34, Dominican-Republic, <=50K
38, Private,6, Never-married, Exec-managerial, Husband, White, Female,4800,435,52, Vietnam, >50K
43, Private,9, Married-spouse-absent, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,39349,1645,45, Guatemala, <=50K
41, Federal-gov,9, Married-AF-spouse, Armed-Forces, Husband, Asian-Pac-Islander, Male,41474,1962,46, ?, >50K
28, State-gov,7, Married-spouse-absent, Armed-Forces, Husband, White, Female,4732,153,10, Philippines, >50K
46, Self-emp-inc,8, Married-civ-spouse, Tech-support, Own-child, White, Male,21979,1797,16, South, <=50K
