age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
35, Private,12, Divorced, Exec-managerial, Unmarried, White, Male,366,604,60, South, <=50K
30, Self-emp-inc,14, Separated, Prof-specialty, Husband, Black, Female,2485,289,52, United-States, <=50K
32, Private,4, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,22609,432,86, United-States, <=50K
37, Private,14, Never-married, ?, Not-in-family, White, Female,36,268,49, Cuba, <=50K
46, Private,12, Never-married, Adm-clerical, Not-in-family, Black, Male,2902,1036,54, ?, <=50K
22, Private,9, Never-married, Adm-clerical, Husband, White, Male,408,45,52, Columbia, <=50K
27, Private,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,9,109,50, Germany, <=50K
30, Without-pay,12, Married-AF-spouse, Farming-fishing, Husband, White, Female,6568,213,75, Scotland, <=50K
21, Private,12, Separated, Farming-fishing, Husband, White, Male,52,93,11, United-States, <=50K
31, State-gov,15, Never-married, Machine-op-inspct, Not-in-family, Black, Male,2,101,18, Columbia, <=50K
26, Private,4, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,6855,171,77, Greece, <=50K
34, Private,11, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,2588,332,40, Outlying-US(Guam-USVI-etc), >50K
17, Private,15, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,13, United-States, >50K
28, Federal-gov,14, Married-civ-spouse, Armed-Forces, Husband, White, Male,2,131,71, India, <=50K
29, Never-worked,12, Married-AF-spouse, Farming-fishing, Husband, White, Female,7145,153,82, United-States, <=50K
43, Self-emp-inc,9, Married-AF-spouse, Craft-repair, Not-in-family, White, Female,25705,973,66, Dominican-Republic, <=50K
20, Private,12, Married-civ-spouse, Adm-clerical, Own-child, White, Male,40,33,11, Columbia, <=50K
39, Self-emp-inc,13, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,4702,574,40, Greece, <=50K
31, Local-gov,15, Separated, Prof-specialty, Husband, Asian-Pac-Islander, Female,536,199,25, Greece, <=50K
35, Federal-gov,12, Never-married, Prof-specialty, Not-in-family, White, Male,75,436,70, United-States, <=50K
32, Private,10, Married-civ-spouse, Farming-fishing, Husband, White, Female,15068,260,82, United-States, <=50K
47, Without-pay,9, Married-spouse-absent, Machine-op-inspct, Other-relative, Black, Male,26808,1383,58, El-Salvador, >50K
43, ?,11, Married-civ-spouse, ?, Not-in-family, Black, Male,3691,962,52, France, <=50K
35, Private,12, Married-AF-spouse, Priv-house-serv, Husband, White, Female,9320,506,62, Holand-Netherlands, >50K
34, Local-gov,15, Married-civ-spouse, Adm-clerical, Husband, White, Male,5,138,41, Germany, <=50K
38, Never-worked,9, Married-spouse-absent, Farming-fishing, Husband, Black, Male,25529,603,76, Cambodia, <=50K
36, Without-pay,11, Married-civ-spouse, ?, Husband, Other, Male,1209,646,41, South, <=50K
27, Self-emp-not-inc,11, Widowed, Priv-house-serv, Own-child, Black, Male,771,212,18, United-States, <=50K
30, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, Other-relative, Black, Male,2408,235,47, Italy, <=50K
37, Private,14, Separated, Armed-Forces, Husband, Other, Female,2579,489,37, United-States, <=50K
27, Private,3, Married-spouse-absent, Farming-fishing, Husband, White, Male,20197,283,92, Peru, <=50K
45, Private,9, Married-AF-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,29340,1148,64, China, >50K
22, Local-gov,11, Divorced, Sales, Husband, White, Male,134,79,10, Columbia, <=50K
28, Private,7, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,3682,206,59, United-States, <=50K
26, Private,14, Never-married, Other-service, Not-in-family, White, Male,0,79,77, United-States, <=50K
43, Federal-gov,6, Widowed, Craft-repair, Not-in-family, White, Male,33066,1051,66, Greece, >50K
31, Private,6, Divorced, Prof-specialty, Husband, White, Male,8123,317,65, Peru, <=50K
30, Private,15, Divorced, Prof-specialty, Husband, White, Male,6,111,13, China, <=50K
40, Private,13, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,288,544,54, United-States, <=50K
42, Federal-gov,11, Married-AF-spouse, ?, Wife, Other, Female,1529,944,62, India, <=50K
40, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,18048,752,65, England, <=50K
39, Self-emp-inc,11, Separated, Craft-repair, Husband, White, Female,13851,809,57, Italy, >50K
26, Private,15, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,12,10, Trinadad&Tobago, <=50K
37, State-gov,15, Married-civ-spouse, Priv-house-serv, Other-relative, Black, Female,18,212,38, United-States, <=50K
47, Private,9, Separated, Protective-serv, Own-child, Other, Female,28555,1368,58, Iran, >50K
31, Federal-gov,13, Never-married, ?, Unmarried, White, Male,12,227,72, United-States, <=50K
24, Private,14, Married-civ-spouse, Armed-Forces, Husband, White, Female,0,72,71, United-States, <=50K
43, ?,9, Divorced, Adm-clerical, Not-in-family, Black, Female,13014,890,46, Peru, >50K
22, Private,12, Separated, ?, Husband, White, Male,31,141,18, United-States, <=50K
37, Without-pay,12, Married-civ-spouse, Tech-support, Husband, White, Male,97,495,70, India, <=50K
45, State-gov,10, Separated, Craft-repair, Wife, Other, Male,11692,1432,49, Philippines, >50K
43, Local-gov,6, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,34296,1067,69, Iran, <=50K
23, Private,3, Never-married, Farming-fishing, Not-in-family, White, Male,9096,110,90, England, <=50K
34, Local-gov,12, Divorced, Exec-managerial, Own-child, White, Female,322,569,59, United-States, <=50K
28, Private,6, Married-civ-spouse, Craft-repair, Husband, White, Female,4458,195,64, Nicaragua, <=50K
44, Federal-gov,10, Divorced, Handlers-cleaners, Own-child, Black, Female,7797,1241,49, Ireland, <=50K
42, Without-pay,5, Married-civ-spouse, Prof-specialty, Husband, White, Male,34605,1021,75, United-States, <=50K
45, Private,10, Married-AF-spouse, Craft-repair, Not-in-family, Other, Female,17825,1088,53, Cambodia, <=50K
40, Federal-gov,11, Widowed, Other-service, Husband, White, Female,608,818,63, Holand-Netherlands, <=50K
26, Private,15, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,18,35, United-States, >50K
47, Self-emp-not-inc,9, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Male,22607,1737,49, Philippines, >50K
50, Local-gov,9, Divorced, Armed-Forces, Unmarried, Amer-Indian-Eskimo, Female,28850,1887,55, China, <=50K
39, Private,14, Divorced, Priv-house-serv, Husband, Amer-Indian-Eskimo, Female,1692,657,37, Ireland, <=50K
39, Federal-gov,5, Never-married, Tech-support, Not-in-family, White, Female,25492,760,69, Ireland, <=50K
50, Self-emp-inc,8, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,30187,1670,59, Peru, <=50K
36, Private,15, Never-married, Prof-specialty, Husband, White, Female,15,198,42, England, <=50K
39, Local-gov,12, Never-married, Exec-managerial, Husband, White, Male,436,660,62, Cuba, <=50K
40, State-gov,15, Never-married, Adm-clerical, Wife, Black, Female,254,472,36, Jamaica, <=50K
39, Federal-gov,12, Married-civ-spouse, Armed-Forces, Husband, White, Male,486,687,66, England, <=50K
31, State-gov,15, Married-civ-spouse, Prof-specialty, Husband, White, Female,4,145,54, India, <=50K
48, Self-emp-not-inc,6, Married-spouse-absent, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,39641,1424,66, United-States, <=50K
39, Private,5, Married-civ-spouse, ?, Not-in-family, White, Male,30628,811,77, Ecuador, <=50K
36, State-gov,14, Married-civ-spouse, Exec-managerial, Husband, White, Female,36,279,52, India, <=50K
38, Federal-gov,15, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,21,212,34, Ecuador, <=50K
30, State-gov,15, Never-married, Other-service, Not-in-family, White, Female,0,46,28, India, <=50K
27, Private,13, Married-civ-spouse, Other-service, Husband, White, Male,8,192,63, Philippines, <=50K
38, Never-worked,5, Married-spouse-absent, Tech-support, Husband, White, Male,31121,838,79, Holand-Netherlands, >50K
39, Private,13, Widowed, Farming-fishing, Husband, White, Male,309,588,59, India, <=50K
26, Never-worked,4, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,6215,165,76, United-States, <=50K
38, Federal-gov,11, Married-civ-spouse, ?, Husband, White, Male,921,805,59, ?, <=50K
37, State-gov,12, Married-civ-spouse, Armed-Forces, Unmarried, White, Male,321,642,62, Scotland, <=50K
44, State-gov,11, Never-married, Adm-clerical, Unmarried, Black, Male,2380,1113,64, Scotland, <=50K
38, State-gov,14, Never-married, Farming-fishing, Husband, White, Male,874,566,33, China, <=50K
47, Private,10, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,13149,1482,55, Ireland, >50K
47, Without-pay,10, Separated, Prof-specialty, Own-child, White, Female,20218,1701,52, Cambodia, <=50K
49, ?,10, Divorced, Tech-support, Wife, Black, Female,10869,1474,56, Italy, <=50K
47, Self-emp-not-inc,9, Married-civ-spouse, Priv-house-serv, Wife, Asian-Pac-Islander, Female,18979,1303,55, United-States, <=50K
37, Local-gov,11, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,834,559,45, Scotland, <=50K
27, Never-worked,13, Married-civ-spouse, Craft-repair, Husband, White, Male,26,149,37, United-States, <=50K
47, Never-worked,7, Never-married, Exec-managerial, Own-child, White, Female,39323,1444,66, Jamaica, >50K
44, Without-pay,8, Married-spouse-absent, Adm-clerical, Wife, White, Female,34468,1123,69, Holand-Netherlands, <=50K
31, Without-pay,13, Never-married, Armed-Forces, Other-relative, White, Male,11,276,68, United-States, <=50K
33, Private,15, Never-married, Adm-clerical, Not-in-family, White, Female,120,309,23, China, <=50K
46, Private,9, Never-married, Sales, Husband, Black, Male,25478,1266,58, Japan, >50K
26, Never-worked,7, Married-civ-spouse, Sales, Husband, White, Male,2811,145,62, Peru, <=50K
21, Private,12, Separated, Farming-fishing, Own-child, Black, Male,148,119,10, Hong, <=50K
30, Self-emp-not-inc,5, Never-married, Craft-repair, Not-in-family, White, Male,11799,329,73, Ecuador, <=50K
41, Private,11, Separated, ?, Husband, White, Male,2076,1039,60, Dominican-Republic, <=50K
38, Self-emp-inc,14, Never-married, Transport-moving, Other-relative, White, Male,328,443,29, Greece, <=50K
41, Without-pay,10, Divorced, Craft-repair, Husband, Black, Male,22041,753,69, United-States, >50K
46, Self-emp-inc,9, Married-AF-spouse, Other-service, Husband, White, Male,24330,1229,58, Iran, >50K
33, Private,10, Widowed, Machine-op-inspct, Wife, Black, Female,2549,371,32, Cuba, <=50K
34, Federal-gov,5, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,14089,457,67, Ecuador, >50K
26, Without-pay,14, Married-civ-spouse, Adm-clerical, Husband, Other, Male,8,94,38, United-States, <=50K
33, Local-gov,12, Married-AF-spouse, Other-service, Own-child, White, Male,110,465,63, Germany, <=50K
46, Self-emp-inc,6, Married-civ-spouse, ?, Other-relative, Amer-Indian-Eskimo, Female,34786,1269,61, Portugal, <=50K
38, Private,13, Married-civ-spouse, Other-service, Husband, White, Female,256,562,61, Dominican-Republic, <=50K
18, Private,13, Separated, Sales, Husband, White, Male,5,19,4, Nicaragua, <=50K
31, ?,11, Never-married, Adm-clerical, Not-in-family, White, Male,2734,503,25, United-States, <=50K
36, Private,15, Divorced, Transport-moving, Other-relative, Other, Male,11,179,36, India, <=50K
21, Private,12, Separated, Sales, Husband, White, Male,26,88,14, Thailand, <=50K
40, Private,12, Married-civ-spouse, Other-service, Unmarried, Other, Male,838,802,65, Outlying-US(Guam-USVI-etc), <=50K
18, Private,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,27,7,42, United-States, <=50K
39, Private,7, Married-AF-spouse, Exec-managerial, Husband, White, Female,30581,852,76, Holand-Netherlands, >50K
40, Self-emp-inc,9, Widowed, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,11654,728,51, Thailand, >50K
46, State-gov,10, Married-AF-spouse, Armed-Forces, Other-relative, White, Male,13262,1492,51, Philippines, <=50K
49, Local-gov,8, Widowed, Priv-house-serv, Own-child, White, Female,37797,1496,62, England, >50K
42, Never-worked,10, Divorced, Adm-clerical, Own-child, Black, Female,9594,1330,43, France, <=50K
18, Private,14, Separated, Craft-repair, Not-in-family, White, Male,4,17,4, Germany, <=50K
24, Private,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,1,97,62, United-States, <=50K
29, Private,12, Separated, ?, Husband, White, Male,109,259,32, United-States, <=50K
44, Private,7, Married-AF-spouse, Armed-Forces, Own-child, Asian-Pac-Islander, Female,35548,1188,71, United-States, <=50K
41, Never-worked,10, Married-spouse-absent, Craft-repair, Not-in-family, Other, Female,22175,739,70, Portugal, <=50K
29, Without-pay,11, Divorced, Adm-clerical, Husband, White, Male,1477,209,41, Columbia, >50K
27, Local-gov,11, Widowed, Sales, Husband, White, Female,384,378,27, Taiwan, >50K
34, Self-emp-inc,11, Never-married, Craft-repair, Not-in-family, Black, Male,1120,648,36, Scotland, <=50K
43, Self-emp-inc,11, Widowed, Farming-fishing, Husband, White, Female,11070,898,49, Taiwan, <=50K
43, State-gov,10, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,2457,1129,61, Germany, <=50K
26, Federal-gov,14, Married-civ-spouse, Armed-Forces, Husband, White, Male,0,82,71, Holand-Netherlands, <=50K
28, Self-emp-not-inc,11, Divorced, Sales, Other-relative, White, Male,1352,362,20, Nicaragua, >50K
42, State-gov,6, Separated, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,26574,915,64, Cuba, >50K
26, Private,4, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,6184,174,74, United-States, <=50K
45, Without-pay,9, Married-AF-spouse, Sales, Not-in-family, Black, Female,24707,1231,58, Iran, <=50K
40, Self-emp-inc,10, Married-civ-spouse, Craft-repair, Husband, White, Female,19862,696,69, Outlying-US(Guam-USVI-etc), <=50K
37, Federal-gov,14, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,69,351,54, Jamaica, <=50K
33, Private,15, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,3,114,39, India, <=50K
21, Private,12, Divorced, Craft-repair, Husband, White, Male,79,81,9, United-States, >50K
33, Private,9, Divorced, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,4538,369,49, United-States, >50K
31, Private,13, Never-married, Sales, Husband, White, Male,62,213,49, United-States, <=50K
26, Private,6, Separated, Farming-fishing, Own-child, White, Male,3023,136,65, Hungary, >50K
29, Private,3, Married-spouse-absent, Transport-moving, Husband, White, Male,22299,303,92, Yugoslavia, <=50K
39, Federal-gov,12, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,306,665,68, United-States, <=50K
45, ?,11, Divorced, Protective-serv, Husband, White, Female,3726,1188,59, India, <=50K
48, Local-gov,8, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,35882,1363,64, Germany, <=50K
30, Private,15, Never-married, Machine-op-inspct, Husband, White, Male,1,84,49, United-States, <=50K
29, Self-emp-not-inc,11, Married-civ-spouse, Other-service, Own-child, White, Male,1543,373,21, Thailand, <=50K
36, Self-emp-not-inc,8, Never-married, ?, Wife, White, Male,9161,521,54, El-Salvador, >50K
19, Private,13, Never-married, Craft-repair, Not-in-family, White, Male,16,8,31, Columbia, >50K
41, Never-worked,10, Divorced, Tech-support, Husband, White, Male,12510,1247,39, Thailand, >50K
28, Local-gov,11, Married-civ-spouse, Craft-repair, Other-relative, Black, Male,1381,388,20, United-States, <=50K
29, Federal-gov,14, Married-civ-spouse, Armed-Forces, Husband, White, Male,4,157,68, Outlying-US(Guam-USVI-etc), <=50K
23, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,564,68,48, United-States, >50K
31, Never-worked,9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,18268,260,85, United-States, <=50K
34, Self-emp-inc,15, Separated, Adm-clerical, Husband, White, Female,560,401,29, China, <=50K
18, Private,14, Divorced, Craft-repair, Not-in-family, White, Male,1,4,8, Thailand, <=50K
43, Local-gov,14, Married-civ-spouse, Adm-clerical, Own-child, White, Female,908,699,43, ?, >50K
34, Private,12, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,152,500,62, United-States, <=50K
26, Private,14, Married-civ-spouse, ?, Unmarried, White, Male,7,172,61, United-States, <=50K
40, Private,11, Never-married, Other-service, Husband, Black, Female,376,702,68, Jamaica, <=50K
34, ?,10, Married-AF-spouse, Craft-repair, Own-child, White, Male,3035,748,31, South, <=50K
41, Private,10, Never-married, Craft-repair, Not-in-family, White, Male,21846,784,68, Ireland, >50K
31, ?,15, Divorced, Priv-house-serv, Husband, Asian-Pac-Islander, Female,164,281,23, Cuba, <=50K
38, Private,10, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,17987,554,72, England, <=50K
24, Private,15, Divorced, Transport-moving, Not-in-family, White, Female,0,27,5, United-States, <=50K
43, Self-emp-inc,11, Divorced, Prof-specialty, Own-child, White, Female,13715,888,53, Nicaragua, <=50K
27, Private,5, Married-AF-spouse, Farming-fishing, Other-relative, White, Male,4737,168,69, Outlying-US(Guam-USVI-etc), <=50K
20, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,17,15,17, United-States, <=50K
28, Private,6, Divorced, Machine-op-inspct, Not-in-family, White, Male,4586,189,65, United-States, <=50K
34, Private,13, Never-married, Armed-Forces, Husband, Asian-Pac-Islander, Male,5420,472,54, South, <=50K
42, Local-gov,11, Never-married, Exec-managerial, Not-in-family, White, Female,3124,1109,58, Portugal, >50K
31, Private,10, Married-civ-spouse, Other-service, Husband, White, Male,2218,425,23, Taiwan, <=50K
27, Without-pay,11, Separated, Prof-specialty, Husband, White, Male,577,356,22, United-States, <=50K
41, Private,6, Married-AF-spouse, Farming-fishing, Not-in-family, Black, Female,33415,1010,75, Portugal, >50K
23, Private,12, Married-civ-spouse, Craft-repair, Own-child, White, Male,263,157,12, Germany, <=50K
31, Private,14, Married-AF-spouse, Craft-repair, Husband, White, Female,2836,312,53, Greece, <=50K
32, Private,11, Divorced, Craft-repair, Not-in-family, White, Female,723,560,33, United-States, <=50K
43, Federal-gov,9, Married-spouse-absent, Craft-repair, Own-child, White, Male,24466,930,66, Vietnam, >50K
39, Self-emp-inc,8, Widowed, Machine-op-inspct, Husband, Black, Male,13121,682,55, Philippines, >50K
46, Without-pay,13, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,1779,886,50, India, <=50K
47, Self-emp-not-inc,10, Separated, Protective-serv, Husband, Other, Male,10048,1227,50, Germany, <=50K
42, Federal-gov,11, Never-married, ?, Unmarried, Black, Male,1064,921,66, Haiti, >50K
21, Private,12, Married-civ-spouse, Farming-fishing, Husband, White, Male,54,108,12, United-States, <=50K
29, Private,14, Married-civ-spouse, Other-service, Husband, White, Female,18,131,47, Outlying-US(Guam-USVI-etc), <=50K
23, Federal-gov,15, Married-civ-spouse, Other-service, Husband, White, Male,0,40,72, United-States, <=50K
40, Never-worked,11, Married-civ-spouse, Exec-managerial, Husband, White, Female,1140,912,61, Scotland, <=50K
43, State-gov,10, Never-married, Armed-Forces, Unmarried, Asian-Pac-Islander, Female,4582,1216,58, Portugal, <=50K
42, Never-worked,7, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,33359,1021,72, Laos, <=50K
36, Federal-gov,13, Married-civ-spouse, Other-service, Husband, White, Male,129,457,62, United-States, <=50K
32, Private,12, Married-civ-spouse, Protective-serv, Other-relative, White, Male,68,400,63, United-States, <=50K
36, Private,15, Never-married, Adm-clerical, Husband, White, Male,7,152,33, United-States, <=50K
37, Private,12, Married-civ-spouse, Farming-fishing, Husband, White, Male,10035,679,56, Laos, <=50K
39, Private,10, Separated, Adm-clerical, Husband, Black, Female,19790,644,71, United-States, <=50K
48, Federal-gov,6, Married-spouse-absent, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,39451,1372,66, United-States, <=50K
34, Private,13, Never-married, ?, Wife, White, Female,55,352,67, Scotland, <=50K
48, Private,8, Never-married, Exec-managerial, Not-in-family, White, Male,31229,1368,55, Nicaragua, >50K
36, Private,13, Never-married, Prof-specialty, Husband, White, Male,4702,478,47, South, <=50K
42, Private,14, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,534,596,43, China, <=50K
23, Private,12, Married-civ-spouse, Exec-managerial, Own-child, White, Male,220,56,35, Vietnam, >50K
35, Without-pay,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,28854,609,85, Peru, <=50K
18, Private,6, Never-married, Machine-op-inspct, Not-in-family, White, Male,80,6,65, United-States, <=50K
41, Federal-gov,11, Never-married, Machine-op-inspct, Husband, Black, Female,3127,1052,57, India, <=50K
42, Private,14, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Female,306,513,43, United-States, <=50K
28, Private,11, Married-civ-spouse, Adm-clerical, Wife, White, Male,1052,161,40, United-States, >50K
40, Private,12, Never-married, Exec-managerial, Own-child, White, Male,772,799,66, India, <=50K
29, Self-emp-inc,15, Never-married, Priv-house-serv, Not-in-family, White, Male,3,105,12, United-States, <=50K
44, Private,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,22824,1161,58, Holand-Netherlands, <=50K
21, Private,13, Married-civ-spouse, Sales, Not-in-family, White, Male,92,93,9, United-States, <=50K
17, Local-gov,14, Married-civ-spouse, ?, Own-child, White, Male,1,11,3, Columbia, <=50K
38, Self-emp-not-inc,14, Married-spouse-absent, Craft-repair, Own-child, White, Female,333,469,29, South, >50K
45, State-gov,12, Widowed, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,4925,1125,46, Mexico, <=50K
30, Federal-gov,14, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,8,199,72, United-States, <=50K
45, Self-emp-inc,11, Divorced, Transport-moving, Own-child, Black, Male,10312,1078,49, England, >50K
43, State-gov,12, Separated, Handlers-cleaners, Husband, Other, Female,3819,941,43, Outlying-US(Guam-USVI-etc), <=50K
30, Never-worked,7, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,21453,383,85, Peru, <=50K
37, Federal-gov,12, Never-married, Exec-managerial, Husband, White, Male,120,520,69, United-States, <=50K
44, Federal-gov,10, Divorced, Handlers-cleaners, Not-in-family, White, Male,4496,1249,59, United-States, <=50K
39, Never-worked,10, Divorced, ?, Wife, White, Female,6751,1113,40, United-States, <=50K
44, Private,13, Divorced, Farming-fishing, Other-relative, White, Male,1090,789,52, France, <=50K
25, Federal-gov,14, Married-civ-spouse, Other-service, Husband, White, Male,0,86,73, United-States, <=50K
33, Private,4, Married-civ-spouse, ?, Other-relative, Black, Female,18938,464,76, Dominican-Republic, <=50K
36, Private,8, Married-AF-spouse, Craft-repair, Husband, White, Male,26260,557,79, United-States, <=50K
30, Private,13, Never-married, ?, Husband, White, Male,46,186,42, United-States, <=50K
22, Private,12, Married-civ-spouse, Sales, Husband, Other, Male,157,117,10, United-States, <=50K
36, Local-gov,10, Divorced, ?, Husband, Black, Male,6444,789,31, Italy, <=50K
42, Private,12, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,838,777,56, Outlying-US(Guam-USVI-etc), >50K
25, Private,4, Never-married, Farming-fishing, Not-in-family, White, Male,3761,119,72, Japan, >50K
33, Private,9, Married-civ-spouse, Farming-fishing, Other-relative, Black, Male,5073,382,50, Iran, <=50K
21, Private,12, Divorced, ?, Husband, White, Male,111,96,9, United-States, >50K
37, Private,13, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,3630,486,38, United-States, <=50K
39, Private,14, Married-civ-spouse, Tech-support, Husband, White, Female,98,373,48, United-States, <=50K
46, Self-emp-inc,6, Married-spouse-absent, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,37947,1336,68, Philippines, <=50K
47, ?,12, Never-married, Machine-op-inspct, Other-relative, White, Female,3964,1110,53, Puerto-Rico, <=50K
26, Private,10, Married-civ-spouse, ?, Wife, White, Female,1056,131,45, Cuba, >50K
27, State-gov,15, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,29,12, United-States, <=50K
42, Local-gov,10, Married-AF-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,17853,990,57, Holand-Netherlands, <=50K
46, Private,10, Never-married, Exec-managerial, Husband, Other, Female,8344,1445,58, Portugal, <=50K
24, Private,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,446,82,40, United-States, >50K
34, Private,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,12611,460,65, United-States, >50K
40, Private,12, Married-spouse-absent, Farming-fishing, Husband, White, Male,654,743,62, Canada, <=50K
35, Self-emp-not-inc,10, Separated, Other-service, Own-child, Black, Male,2019,814,36, Thailand, <=50K
46, Federal-gov,10, Married-AF-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,5645,1350,63, Haiti, <=50K
46, Without-pay,13, Never-married, Machine-op-inspct, Husband, White, Male,1813,883,49, Outlying-US(Guam-USVI-etc), <=50K
24, Private,7, Divorced, Sales, Other-relative, White, Male,1434,87,61, Germany, >50K
40, Never-worked,10, Never-married, Sales, Husband, White, Male,3076,901,45, United-States, <=50K
40, Without-pay,11, Separated, Craft-repair, Husband, Asian-Pac-Islander, Male,14128,851,57, Holand-Netherlands, <=50K
34, Self-emp-inc,14, Married-civ-spouse, Transport-moving, Husband, White, Female,1332,348,31, El-Salvador, <=50K
43, Without-pay,6, Married-spouse-absent, Priv-house-serv, Other-relative, Asian-Pac-Islander, Male,34864,1109,73, United-States, <=50K
28, State-gov,15, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,21,14, United-States, <=50K
40, Self-emp-inc,11, Married-civ-spouse, Protective-serv, Other-relative, White, Male,2001,887,56, United-States, <=50K
34, Private,13, Married-civ-spouse, Other-service, Husband, White, Male,67,387,69, India, <=50K
42, Self-emp-inc,11, Never-married, ?, Not-in-family, Other, Male,4234,995,50, United-States, <=50K
50, Private,8, Separated, Sales, Not-in-family, Asian-Pac-Islander, Male,30469,1457,51, China, >50K
38, State-gov,15, Married-civ-spouse, Other-service, Husband, White, Male,47,292,46, United-States, <=50K
39, Private,10, Never-married, Adm-clerical, Wife, White, Male,6482,608,41, Iran, <=50K
35, Private,15, Married-civ-spouse, Other-service, Husband, White, Male,11,170,26, United-States, <=50K
30, Private,11, Separated, Craft-repair, Husband, White, Female,11641,182,85, Scotland, <=50K
26, Private,15, Never-married, Other-service, Husband, White, Male,0,19,42, United-States, <=50K
19, Never-worked,13, Married-civ-spouse, ?, Not-in-family, White, Male,39,60,7, Columbia, <=50K
45, Private,10, Married-civ-spouse, ?, Husband, Black, Female,2790,1158,63, United-States, <=50K
37, Private,12, Widowed, Craft-repair, Husband, Other, Female,9650,650,56, United-States, <=50K
20, Local-gov,12, Married-civ-spouse, Farming-fishing, Own-child, White, Male,51,45,8, Thailand, >50K
18, Private,5, Never-married, Machine-op-inspct, Other-relative, White, Male,66,3,72, United-States, <=50K
22, Private,13, Married-civ-spouse, Craft-repair, Husband, White, Female,71,38,22, United-States, <=50K
28, Private,15, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,32,12, Columbia, <=50K
48, State-gov,9, Separated, Armed-Forces, Own-child, Amer-Indian-Eskimo, Female,25841,1468,57, Laos, <=50K
47, Private,9, Married-spouse-absent, Craft-repair, Own-child, Asian-Pac-Islander, Male,24197,1300,57, Thailand, <=50K
25, Private,9, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,900,104,48, Columbia, <=50K
31, Private,15, Never-married, Sales, Husband, Asian-Pac-Islander, Male,278,255,24, Scotland, <=50K
40, ?,13, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,3885,737,42, Scotland, <=50K
40, Private,10, Separated, Adm-clerical, Other-relative, White, Male,10855,985,35, Iran, <=50K
